village_id,village_name,household_id,surveyor_id,survey_date,monthly_income,meals_per_day,food_source_type,food_insecure_months_per_year,child_malnutrition_yn,household_size,ration_card_yn,clean_water_access_yn,crop_failure_last_3yr,food_aid_receipt_yn,pds_access_yn,caloric_intake_score,vulnerability_label
V_003,Kheda,HH_V_003_017,SRV_003,2025-01-15,23120,3,Market,3,0,4,1,1,0,0,1,66,33
V_003,Kheda,HH_V_003_018,SRV_008,2025-01-15,27780,3,Market,2,0,4,1,1,0,0,1,86,13
V_003,Kheda,HH_V_003_019,SRV_003,2025-01-15,28962,3,Market,0,0,4,1,1,0,0,1,91,8
V_003,Kheda,HH_V_003_020,SRV_006,2025-01-15,29258,3,Market,2,0,3,0,1,0,0,1,89,10
V_003,Kheda,HH_V_003_021,SRV_002,2025-01-15,15975,2,Market,4,0,7,1,1,0,0,1,51,48
V_003,Kheda,HH_V_003_022,SRV_002,2025-01-15,30016,3,Market,2,0,4,1,1,0,0,1,94,5
V_003,Kheda,HH_V_003_023,SRV_008,2025-01-15,22458,3,Market,1,0,3,0,1,0,0,1,67,32
V_003,Kheda,HH_V_003_024,SRV_008,2025-01-15,31607,3,Market,0,0,4,0,1,0,0,1,95,4
V_003,Kheda,HH_V_003_025,SRV_003,2025-01-15,27877,3,Market,2,0,3,1,1,0,0,1,91,8
V_003,Kheda,HH_V_003_026,SRV_001,2025-01-15,27653,3,Market,2,0,5,1,1,0,0,1,88,11
V_003,Kheda,HH_V_003_027,SRV_005,2025-01-15,25817,3,Market,1,0,4,1,1,0,0,1,84,15
V_003,Kheda,HH_V_003_028,SRV_009,2025-01-15,28210,3,Market,0,0,4,1,1,0,0,1,86,13
V_003,Kheda,HH_V_003_029,SRV_002,2025-01-15,25767,3,Market,3,0,5,1,1,0,0,1,78,21
V_003,Kheda,HH_V_003_030,SRV_006,2025-01-15,29819,3,Market,2,0,3,1,1,0,0,1,94,5
V_003,Kheda,HH_V_003_031,SRV_005,2025-01-15,24000,3,Market,3,0,3,1,1,0,0,1,72,27
V_003,Kheda,HH_V_003_032,SRV_008,2025-01-15,22578,3,Market,2,0,5,1,1,0,0,1,65,34
V_003,Kheda,HH_V_003_033,SRV_007,2025-01-15,32103,3,Market,0,0,4,0,1,0,0,1,100,0
V_003,Kheda,HH_V_003_034,SRV_006,2025-01-15,24690,3,Market,1,0,5,0,1,0,0,1,70,29
V_003,Kheda,HH_V_003_035,SRV_009,2025-01-15,20637,3,Market,2,0,3,1,1,0,0,1,63,36
V_003,Kheda,HH_V_003_036,SRV_005,2025-01-15,12614,2,Self-grown,3,0,4,1,1,2,0,1,37,62
V_003,Kheda,HH_V_003_037,SRV_007,2025-01-15,17906,2,Market,3,0,5,1,1,0,0,1,53,46
V_003,Kheda,HH_V_003_038,SRV_004,2025-01-15,21418,3,Market,2,0,5,1,1,0,0,1,61,38
V_003,Kheda,HH_V_003_039,SRV_003,2025-01-15,20821,2,Market,2,0,5,1,1,0,0,1,52,47
V_003,Kheda,HH_V_003_040,SRV_002,2025-01-15,20991,3,Market,2,0,4,1,1,0,0,1,65,34
V_003,Kheda,HH_V_003_041,SRV_003,2025-01-15,20171,3,Market,2,0,4,1,1,0,0,1,60,39
V_003,Kheda,HH_V_003_042,SRV_008,2025-01-15,23987,3,Market,3,0,5,1,1,0,0,1,76,23
V_003,Kheda,HH_V_003_043,SRV_008,2025-01-15,15882,2,Self-grown,5,0,6,1,1,0,0,1,44,55
V_003,Kheda,HH_V_003_044,SRV_008,2025-01-15,19998,3,Market,3,0,4,0,1,0,0,1,67,32
V_003,Kheda,HH_V_003_045,SRV_004,2025-01-15,24415,3,Market,2,0,3,1,1,0,0,1,70,29
V_003,Kheda,HH_V_003_046,SRV_008,2025-01-15,24602,3,Market,1,0,4,1,1,0,0,1,79,20
V_003,Kheda,HH_V_003_047,SRV_004,2025-01-15,25190,3,Market,1,0,2,1,1,0,0,1,73,26
V_003,Kheda,HH_V_003_048,SRV_003,2025-01-15,22192,3,Market,3,0,6,1,1,0,0,1,60,39
V_003,Kheda,HH_V_003_049,SRV_009,2025-01-15,22191,3,Market,1,0,3,1,1,0,0,1,70,29
V_003,Kheda,HH_V_003_050,SRV_008,2025-01-15,21758,3,Market,2,0,3,1,1,0,0,1,64,35
V_003,Kheda,HH_V_003_051,SRV_004,2025-01-15,20232,3,Market,2,0,4,1,1,0,0,1,60,39
V_003,Kheda,HH_V_003_052,SRV_003,2025-01-15,14998,2,Self-grown,4,0,5,1,1,0,0,1,42,57
V_003,Kheda,HH_V_003_053,SRV_004,2025-01-15,31885,3,Market,1,0,5,1,1,0,0,1,95,4
V_003,Kheda,HH_V_003_054,SRV_004,2025-01-15,24589,3,Market,2,0,5,1,1,0,0,1,73,26
V_003,Kheda,HH_V_003_055,SRV_005,2025-01-15,27877,3,Market,0,0,3,1,1,0,0,1,89,10
V_003,Kheda,HH_V_003_056,SRV_004,2025-01-15,25035,3,Market,2,0,3,1,1,0,0,1,81,18
V_003,Kheda,HH_V_003_057,SRV_004,2025-01-15,27756,3,Market,1,0,4,0,1,0,0,1,86,13
V_003,Kheda,HH_V_003_058,SRV_008,2025-01-15,30495,3,Market,2,0,2,1,1,0,0,1,90,9
V_003,Kheda,HH_V_003_059,SRV_002,2025-01-15,18749,2,Market,4,0,4,1,1,0,0,1,53,46
V_003,Kheda,HH_V_003_060,SRV_009,2025-01-15,22707,3,Market,2,0,4,0,1,0,0,1,69,30
V_003,Kheda,HH_V_003_061,SRV_004,2025-01-15,14688,2,PDS/Ration,5,0,3,0,1,3,0,1,43,56
V_003,Kheda,HH_V_003_062,SRV_009,2025-01-15,21889,3,Market,3,0,3,1,1,0,0,1,69,30
V_003,Kheda,HH_V_003_063,SRV_006,2025-01-15,25894,3,Market,2,0,4,1,1,0,0,1,73,26
V_003,Kheda,HH_V_003_064,SRV_003,2025-01-15,21533,3,Market,3,0,7,0,1,0,0,1,60,39
V_003,Kheda,HH_V_003_065,SRV_001,2025-01-15,23544,3,Market,2,0,4,0,1,0,0,1,64,35
V_003,Kheda,HH_V_003_066,SRV_003,2025-01-15,21334,2,Market,4,0,5,1,1,0,0,1,58,41
V_003,Kheda,HH_V_003_067,SRV_005,2025-01-15,24719,3,Market,2,0,6,1,1,0,0,1,77,22
V_003,Kheda,HH_V_003_068,SRV_009,2025-01-15,27907,3,Market,2,0,1,1,1,0,0,1,88,11
V_003,Kheda,HH_V_003_069,SRV_002,2025-01-15,16579,2,Market,4,0,3,1,1,0,0,1,50,49
V_003,Kheda,HH_V_003_070,SRV_007,2025-01-15,25881,3,Market,1,0,3,1,1,0,0,1,76,23
V_003,Kheda,HH_V_003_071,SRV_008,2025-01-15,22406,3,Market,2,0,4,0,1,0,0,1,73,26
V_003,Kheda,HH_V_003_072,SRV_003,2025-01-15,24799,3,Market,1,0,3,1,1,0,0,1,79,20
V_003,Kheda,HH_V_003_073,SRV_006,2025-01-15,19726,3,Market,3,0,3,1,1,0,0,1,60,39
V_003,Kheda,HH_V_003_074,SRV_005,2025-01-15,30619,3,Market,0,0,4,1,1,0,0,1,94,5
V_003,Kheda,HH_V_003_075,SRV_003,2025-01-15,29087,3,Market,1,0,2,1,1,0,0,1,91,8
V_003,Kheda,HH_V_003_076,SRV_006,2025-01-15,31046,3,Market,2,0,4,1,1,0,0,1,88,11
V_003,Kheda,HH_V_003_077,SRV_007,2025-01-15,21726,3,Market,2,0,3,1,1,0,0,1,60,39
V_003,Kheda,HH_V_003_078,SRV_006,2025-01-15,20833,3,Market,3,0,5,1,1,0,0,1,63,36
V_003,Kheda,HH_V_003_079,SRV_001,2025-01-15,26014,3,Market,2,0,4,1,1,0,0,1,72,27
V_003,Kheda,HH_V_003_080,SRV_003,2025-01-15,21470,2,Market,3,0,5,1,1,0,0,1,58,41
V_003,Kheda,HH_V_003_081,SRV_002,2025-01-15,11821,2,Self-grown,3,0,5,0,1,3,0,1,37,62
V_003,Kheda,HH_V_003_082,SRV_008,2025-01-15,17110,2,Market,2,0,4,1,1,0,0,1,58,41
V_003,Kheda,HH_V_003_083,SRV_008,2025-01-15,28733,3,Market,0,0,2,1,1,0,0,1,89,10
V_003,Kheda,HH_V_003_084,SRV_009,2025-01-15,14464,2,PDS/Ration,5,0,3,1,1,2,0,1,43,56
V_003,Kheda,HH_V_003_085,SRV_003,2025-01-15,23118,3,Market,3,0,3,1,1,0,0,1,72,27
V_003,Kheda,HH_V_003_086,SRV_003,2025-01-15,25838,3,Market,3,0,4,0,1,0,0,1,81,18
V_003,Kheda,HH_V_003_087,SRV_005,2025-01-15,24759,3,Market,3,0,4,1,1,0,0,1,79,20
V_003,Kheda,HH_V_003_088,SRV_005,2025-01-15,14514,2,Market,4,0,3,1,1,0,0,1,50,49
V_003,Kheda,HH_V_003_089,SRV_005,2025-01-15,20073,3,Market,3,0,5,1,1,0,0,1,60,39
V_003,Kheda,HH_V_003_090,SRV_008,2025-01-15,24608,3,Market,2,0,5,1,1,0,0,1,75,24
V_003,Kheda,HH_V_003_091,SRV_008,2025-01-15,20987,3,Market,3,0,3,1,1,0,0,1,60,39
V_003,Kheda,HH_V_003_092,SRV_004,2025-01-15,21124,3,Market,2,0,5,1,1,0,0,1,64,35
V_003,Kheda,HH_V_003_093,SRV_003,2025-01-15,24368,3,Market,3,0,6,1,1,0,0,1,71,28
V_003,Kheda,HH_V_003_094,SRV_009,2025-01-15,16404,2,Market,3,0,6,1,1,0,0,1,53,46
V_003,Kheda,HH_V_003_095,SRV_005,2025-01-15,19779,3,Market,4,0,4,1,1,0,0,1,63,36
V_003,Kheda,HH_V_003_096,SRV_008,2025-01-15,27407,3,Market,1,0,4,1,1,0,0,1,85,14
V_003,Kheda,HH_V_003_097,SRV_001,2025-01-15,26554,3,Market,2,0,4,0,1,0,0,1,78,21
V_003,Kheda,HH_V_003_098,SRV_006,2025-01-15,19104,2,Market,4,0,6,1,1,0,0,1,57,42
V_003,Kheda,HH_V_003_099,SRV_009,2025-01-15,17090,2,PDS/Ration,5,0,4,1,1,3,0,1,47,52
V_004,Nandur,HH_V_004_000,SRV_009,2025-01-15,21718,3,Market,2,0,5,1,1,0,0,1,63,36
V_004,Nandur,HH_V_004_001,SRV_006,2025-01-15,22127,3,Market,1,0,4,0,1,0,0,1,69,30
V_004,Nandur,HH_V_004_002,SRV_004,2025-01-15,11976,2,Self-grown,5,0,4,0,1,1,0,1,37,62
V_004,Nandur,HH_V_004_003,SRV_007,2025-01-15,22312,3,Market,3,0,4,1,1,0,0,1,74,25
V_004,Nandur,HH_V_004_004,SRV_002,2025-01-15,9651,2,PDS/Ration,4,1,5,1,0,1,0,1,25,74
V_004,Nandur,HH_V_004_005,SRV_008,2025-01-15,20288,3,Market,4,0,3,0,1,0,0,1,62,37
V_004,Nandur,HH_V_004_006,SRV_009,2025-01-15,15750,2,PDS/Ration,4,0,5,1,1,2,0,1,45,54
V_004,Nandur,HH_V_004_007,SRV_003,2025-01-15,30057,3,Market,1,0,2,0,1,0,0,1,100,0
V_004,Nandur,HH_V_004_008,SRV_002,2025-01-15,22973,2,Market,4,0,3,1,1,0,0,1,58,41
V_004,Nandur,HH_V_004_009,SRV_008,2025-01-15,18924,2,Market,2,0,3,1,1,0,0,1,56,43
V_004,Nandur,HH_V_004_010,SRV_006,2025-01-15,20296,3,Market,2,0,5,1,1,0,0,1,60,39
V_004,Nandur,HH_V_004_011,SRV_009,2025-01-15,11120,2,PDS/Ration,4,1,5,0,1,3,0,1,31,68
V_004,Nandur,HH_V_004_012,SRV_002,2025-01-15,18628,2,Market,3,0,3,1,1,0,0,1,59,40
V_004,Nandur,HH_V_004_013,SRV_006,2025-01-15,23162,3,Market,1,0,3,1,1,0,0,1,70,29
V_004,Nandur,HH_V_004_014,SRV_001,2025-01-15,19746,3,Market,2,0,4,1,1,0,0,1,60,39
V_004,Nandur,HH_V_004_015,SRV_003,2025-01-15,20128,3,Market,3,0,5,0,1,0,0,1,67,32
V_004,Nandur,HH_V_004_016,SRV_009,2025-01-15,25548,3,Market,3,0,5,1,1,0,0,1,81,18
V_004,Nandur,HH_V_004_017,SRV_009,2025-01-15,21672,3,Market,3,0,5,0,1,0,0,1,63,36
V_004,Nandur,HH_V_004_018,SRV_004,2025-01-15,21072,3,Market,2,0,4,1,1,0,0,1,61,38
V_004,Nandur,HH_V_004_019,SRV_008,2025-01-15,26456,3,Market,3,0,5,1,1,0,0,1,76,23
V_004,Nandur,HH_V_004_020,SRV_003,2025-01-15,30379,3,Market,2,0,4,1,1,0,0,1,93,6
V_004,Nandur,HH_V_004_021,SRV_006,2025-01-15,20392,3,Market,3,0,4,1,1,0,0,1,65,34
V_004,Nandur,HH_V_004_022,SRV_005,2025-01-15,14634,2,Self-grown,3,0,5,1,1,0,0,1,42,57
V_004,Nandur,HH_V_004_023,SRV_007,2025-01-15,23053,3,Market,3,0,3,1,1,0,0,1,71,28
V_004,Nandur,HH_V_004_024,SRV_009,2025-01-15,19766,2,Market,4,0,6,0,1,0,0,1,57,42
V_004,Nandur,HH_V_004_025,SRV_008,2025-01-15,21745,3,Market,3,0,5,1,1,0,0,1,67,32
V_004,Nandur,HH_V_004_026,SRV_003,2025-01-15,22114,3,Market,4,0,5,0,1,0,0,1,61,38
V_004,Nandur,HH_V_004_027,SRV_007,2025-01-15,25381,3,Market,1,0,4,1,1,0,0,1,80,19
V_004,Nandur,HH_V_004_028,SRV_003,2025-01-15,17434,2,Market,4,0,3,1,1,0,0,1,53,46
V_004,Nandur,HH_V_004_029,SRV_001,2025-01-15,22152,3,Market,1,0,4,0,1,0,0,1,66,33
V_004,Nandur,HH_V_004_030,SRV_003,2025-01-15,10176,2,Self-grown,5,1,5,1,0,1,0,1,26,73
V_004,Nandur,HH_V_004_031,SRV_003,2025-01-15,18225,2,Market,3,0,3,1,1,0,0,1,59,40
V_004,Nandur,HH_V_004_032,SRV_005,2025-01-15,23400,3,Market,1,0,4,1,1,0,0,1,70,29
V_004,Nandur,HH_V_004_033,SRV_005,2025-01-15,24121,3,Market,3,0,4,1,1,0,0,1,73,26
V_004,Nandur,HH_V_004_034,SRV_007,2025-01-15,29093,3,Market,0,0,4,0,1,0,0,1,93,6
V_004,Nandur,HH_V_004_035,SRV_009,2025-01-15,17231,2,Market,3,0,4,1,1,0,0,1,51,48
V_004,Nandur,HH_V_004_036,SRV_004,2025-01-15,19999,3,Market,3,0,5,1,1,0,0,1,62,37
V_004,Nandur,HH_V_004_037,SRV_001,2025-01-15,20484,3,Market,4,0,3,1,1,0,0,1,60,39
V_004,Nandur,HH_V_004_038,SRV_008,2025-01-15,11040,2,Self-grown,4,0,2,1,1,1,0,1,30,69
V_004,Nandur,HH_V_004_039,SRV_007,2025-01-15,24337,3,Market,2,0,3,1,1,0,0,1,73,26
V_004,Nandur,HH_V_004_040,SRV_006,2025-01-15,20074,2,Market,4,0,5,1,1,0,0,1,55,44
V_004,Nandur,HH_V_004_041,SRV_006,2025-01-15,23757,3,Market,2,0,5,1,1,0,0,1,72,27
V_004,Nandur,HH_V_004_042,SRV_008,2025-01-15,21541,3,Market,4,0,5,1,1,0,0,1,60,39
V_004,Nandur,HH_V_004_043,SRV_008,2025-01-15,20964,2,Market,2,0,5,1,1,0,0,1,59,40
V_004,Nandur,HH_V_004_044,SRV_004,2025-01-15,7942,2,Self-grown,4,1,6,1,0,0,0,1,20,79
V_004,Nandur,HH_V_004_045,SRV_005,2025-01-15,16256,2,Market,4,0,6,1,1,0,0,1,50,49
V_004,Nandur,HH_V_004_046,SRV_001,2025-01-15,25659,3,Market,2,0,5,0,1,0,0,1,75,24
V_004,Nandur,HH_V_004_047,SRV_002,2025-01-15,25191,3,Market,2,0,5,1,1,0,0,1,73,26
V_004,Nandur,HH_V_004_048,SRV_004,2025-01-15,21253,3,Market,1,0,4,1,1,0,0,1,69,30
V_004,Nandur,HH_V_004_049,SRV_007,2025-01-15,19240,3,Market,3,0,3,1,1,0,0,1,62,37
V_004,Nandur,HH_V_004_050,SRV_009,2025-01-15,23718,3,Market,3,0,6,0,1,0,0,1,67,32
V_004,Nandur,HH_V_004_051,SRV_002,2025-01-15,13667,2,PDS/Ration,4,0,4,1,1,3,0,1,42,57
V_004,Nandur,HH_V_004_052,SRV_006,2025-01-15,22866,3,Market,2,0,4,0,1,0,0,1,73,26
V_004,Nandur,HH_V_004_053,SRV_004,2025-01-15,19479,2,Market,2,0,4,1,1,0,0,1,57,42
V_004,Nandur,HH_V_004_054,SRV_007,2025-01-15,21959,2,Market,4,0,3,1,1,0,0,1,59,40
V_004,Nandur,HH_V_004_055,SRV_005,2025-01-15,16045,2,Self-grown,4,0,3,0,1,3,0,1,44,55
V_004,Nandur,HH_V_004_056,SRV_005,2025-01-15,19697,2,Market,3,0,4,1,1,0,0,1,56,43
V_004,Nandur,HH_V_004_057,SRV_008,2025-01-15,25275,3,Market,3,0,5,0,1,0,0,1,78,21
V_004,Nandur,HH_V_004_058,SRV_001,2025-01-15,23123,3,Market,4,0,5,1,1,0,0,1,61,38
V_004,Nandur,HH_V_004_059,SRV_007,2025-01-15,14826,2,PDS/Ration,3,0,6,1,1,2,0,1,49,50
V_004,Nandur,HH_V_004_060,SRV_001,2025-01-15,25450,3,Market,2,0,5,1,1,0,0,1,77,22
V_004,Nandur,HH_V_004_061,SRV_008,2025-01-15,11184,2,Self-grown,5,1,5,1,0,1,0,1,28,71
V_004,Nandur,HH_V_004_062,SRV_008,2025-01-15,29411,3,Market,1,0,3,1,1,0,0,1,87,12
V_004,Nandur,HH_V_004_063,SRV_002,2025-01-15,16902,2,PDS/Ration,5,0,3,1,1,2,0,1,48,51
V_004,Nandur,HH_V_004_064,SRV_002,2025-01-15,22336,3,Market,3,0,5,0,1,0,0,1,60,39
V_004,Nandur,HH_V_004_065,SRV_002,2025-01-15,25838,3,Market,1,0,7,1,1,0,0,1,76,23
V_004,Nandur,HH_V_004_066,SRV_007,2025-01-15,17348,2,Self-grown,4,0,6,0,1,1,0,1,48,51
V_004,Nandur,HH_V_004_067,SRV_008,2025-01-15,17938,2,Market,2,0,2,1,1,0,0,1,51,48
V_004,Nandur,HH_V_004_068,SRV_003,2025-01-15,21400,3,Market,2,0,4,1,1,0,0,1,63,36
V_004,Nandur,HH_V_004_069,SRV_008,2025-01-15,12852,2,PDS/Ration,4,1,5,1,1,2,0,1,32,67
V_004,Nandur,HH_V_004_070,SRV_003,2025-01-15,23603,3,Market,3,0,5,1,1,0,0,1,74,25
V_004,Nandur,HH_V_004_071,SRV_009,2025-01-15,23227,3,Market,3,0,4,0,1,0,0,1,76,23
V_004,Nandur,HH_V_004_072,SRV_002,2025-01-15,15038,2,Market,3,0,5,1,1,0,0,1,51,48
V_004,Nandur,HH_V_004_073,SRV_009,2025-01-15,20216,3,Market,4,0,5,1,1,0,0,1,60,39
V_004,Nandur,HH_V_004_074,SRV_009,2025-01-15,18564,2,Market,2,0,4,1,1,0,0,1,57,42
V_004,Nandur,HH_V_004_075,SRV_009,2025-01-15,21598,3,Market,4,0,5,0,1,0,0,1,63,36
V_004,Nandur,HH_V_004_076,SRV_002,2025-01-15,24169,3,Market,2,0,4,1,1,0,0,1,71,28
V_004,Nandur,HH_V_004_077,SRV_007,2025-01-15,18628,2,PDS/Ration,5,0,2,1,1,2,0,1,47,52
V_004,Nandur,HH_V_004_078,SRV_006,2025-01-15,25326,3,Market,2,0,2,1,1,0,0,1,81,18
V_004,Nandur,HH_V_004_079,SRV_001,2025-01-15,13865,2,Self-grown,3,0,5,1,1,2,0,1,40,59
V_004,Nandur,HH_V_004_080,SRV_001,2025-01-15,23969,3,Market,1,0,5,1,1,0,0,1,75,24
V_004,Nandur,HH_V_004_081,SRV_001,2025-01-15,15127,2,PDS/Ration,4,0,3,0,1,2,0,1,49,50
V_004,Nandur,HH_V_004_082,SRV_009,2025-01-15,24622,3,Market,3,0,3,1,1,0,0,1,77,22
V_004,Nandur,HH_V_004_083,SRV_004,2025-01-15,23878,3,Market,1,0,4,1,1,0,0,1,73,26
V_004,Nandur,HH_V_004_084,SRV_009,2025-01-15,10652,2,Self-grown,6,1,6,0,0,3,0,1,29,70
V_004,Nandur,HH_V_004_085,SRV_006,2025-01-15,19143,2,Market,3,0,5,1,1,0,0,1,52,47
V_004,Nandur,HH_V_004_086,SRV_009,2025-01-15,18404,2,Market,2,0,3,1,1,0,0,1,51,48
V_004,Nandur,HH_V_004_087,SRV_003,2025-01-15,22588,3,Market,2,0,4,1,1,0,0,1,73,26
V_004,Nandur,HH_V_004_088,SRV_008,2025-01-15,17389,2,Market,2,0,4,1,1,0,0,1,51,48
V_004,Nandur,HH_V_004_089,SRV_001,2025-01-15,26208,3,Market,2,0,5,1,1,0,0,1,79,20
V_004,Nandur,HH_V_004_090,SRV_006,2025-01-15,21048,3,Market,2,0,4,0,1,0,0,1,65,34
V_004,Nandur,HH_V_004_091,SRV_008,2025-01-15,16902,2,Market,4,0,4,1,1,0,0,1,53,46
V_004,Nandur,HH_V_004_092,SRV_008,2025-01-15,7447,2,Self-grown,5,1,4,1,0,1,0,1,20,79
V_004,Nandur,HH_V_004_093,SRV_002,2025-01-15,25366,3,Market,2,0,3,1,1,0,0,1,76,23
V_004,Nandur,HH_V_004_094,SRV_004,2025-01-15,22884,3,Market,2,0,4,1,1,0,0,1,71,28
V_004,Nandur,HH_V_004_095,SRV_008,2025-01-15,22172,3,Market,1,0,4,1,1,0,0,1,70,29
V_004,Nandur,HH_V_004_096,SRV_006,2025-01-15,26793,3,Market,2,0,6,0,1,0,0,1,86,13
V_004,Nandur,HH_V_004_097,SRV_003,2025-01-15,21011,3,Market,2,0,6,1,1,0,0,1,67,32
V_004,Nandur,HH_V_004_098,SRV_002,2025-01-15,18322,2,Market,2,0,5,1,1,0,0,1,54,45
V_004,Nandur,HH_V_004_099,SRV_009,2025-01-15,24873,3,Market,2,0,5,1,1,0,0,1,71,28
V_005,Dantewada,HH_V_005_000,SRV_004,2025-01-15,1204,2,Self-grown,8,1,6,1,0,0,1,0,0,100
V_005,Dantewada,HH_V_005_001,SRV_006,2025-01-15,6888,2,Self-grown,5,1,5,0,0,1,1,1,12,87
V_005,Dantewada,HH_V_005_002,SRV_002,2025-01-15,2489,1,PDS/Ration,6,1,5,1,0,3,1,0,0,100
V_005,Dantewada,HH_V_005_003,SRV_004,2025-01-15,4976,2,Self-grown,5,1,5,1,0,3,1,0,7,92
V_005,Dantewada,HH_V_005_004,SRV_001,2025-01-15,2346,2,Self-grown,7,1,6,1,0,2,1,0,0,100
V_005,Dantewada,HH_V_005_005,SRV_003,2025-01-15,3656,1,PDS/Ration,6,1,7,1,0,0,1,0,8,91
V_005,Dantewada,HH_V_005_006,SRV_008,2025-01-15,3732,1,Self-grown,5,1,4,0,0,0,1,0,5,94
V_005,Dantewada,HH_V_005_007,SRV_008,2025-01-15,10050,2,PDS/Ration,6,1,6,1,0,3,0,1,26,73
V_005,Dantewada,HH_V_005_008,SRV_004,2025-01-15,7220,2,Self-grown,5,1,5,1,0,1,1,1,17,82
V_005,Dantewada,HH_V_005_009,SRV_007,2025-01-15,2078,1,Self-grown,7,1,5,1,0,0,1,0,0,100
V_005,Dantewada,HH_V_005_010,SRV_008,2025-01-15,2049,2,PDS/Ration,8,1,6,1,0,3,1,0,0,100
V_005,Dantewada,HH_V_005_011,SRV_005,2025-01-15,1744,2,PDS/Ration,6,1,5,1,0,2,1,0,0,100
V_005,Dantewada,HH_V_005_012,SRV_005,2025-01-15,2910,2,PDS/Ration,7,1,6,0,0,0,1,0,0,100
V_005,Dantewada,HH_V_005_013,SRV_005,2025-01-15,6813,2,PDS/Ration,6,1,6,0,0,1,1,1,16,83
V_005,Dantewada,HH_V_005_014,SRV_001,2025-01-15,1813,1,Self-grown,7,1,5,1,0,2,1,0,0,100
V_005,Dantewada,HH_V_005_015,SRV_001,2025-01-15,4202,1,PDS/Ration,5,1,6,1,0,0,1,0,9,90
V_005,Dantewada,HH_V_005_016,SRV_003,2025-01-15,5324,2,PDS/Ration,5,1,5,1,0,2,1,1,10,89
V_005,Dantewada,HH_V_005_017,SRV_009,2025-01-15,3943,1,PDS/Ration,5,1,5,1,0,1,1,0,7,92
V_005,Dantewada,HH_V_005_018,SRV_006,2025-01-15,6276,2,PDS/Ration,5,1,6,1,0,3,1,1,11,88
V_005,Dantewada,HH_V_005_019,SRV_002,2025-01-15,1375,1,Self-grown,6,1,5,1,0,1,1,0,0,100
V_005,Dantewada,HH_V_005_020,SRV_006,2025-01-15,9130,2,Self-grown,6,1,5,1,0,1,0,1,21,78
V_005,Dantewada,HH_V_005_021,SRV_008,2025-01-15,8827,2,Self-grown,4,0,5,1,0,2,0,1,22,77
V_005,Dantewada,HH_V_005_022,SRV_007,2025-01-15,8358,1,PDS/Ration,5,0,6,1,0,2,1,1,15,84
V_005,Dantewada,HH_V_005_023,SRV_008,2025-01-15,11368,2,PDS/Ration,6,0,7,1,0,3,0,1,27,72
V_005,Dantewada,HH_V_005_024,SRV_008,2025-01-15,8501,2,Self-grown,6,1,5,1,0,2,0,1,20,79
V_005,Dantewada,HH_V_005_025,SRV_008,2025-01-15,3922,2,Self-grown,5,1,6,0,0,1,1,0,8,91
V_005,Dantewada,HH_V_005_026,SRV_004,2025-01-15,2745,2,Self-grown,6,1,6,1,0,1,1,0,0,100
V_005,Dantewada,HH_V_005_027,SRV_007,2025-01-15,2510,2,PDS/Ration,5,1,5,1,0,3,1,0,0,99
V_005,Dantewada,HH_V_005_028,SRV_005,2025-01-15,3820,2,Self-grown,5,1,5,1,0,1,1,0,2,97
V_005,Dantewada,HH_V_005_029,SRV_008,2025-01-15,3110,2,Self-grown,6,1,6,0,0,0,1,0,0,100
V_005,Dantewada,HH_V_005_030,SRV_004,2025-01-15,500,2,PDS/Ration,6,1,5,1,0,1,1,0,0,100
V_005,Dantewada,HH_V_005_031,SRV_009,2025-01-15,8436,1,PDS/Ration,6,0,6,1,0,3,1,1,17,82
V_005,Dantewada,HH_V_005_032,SRV_006,2025-01-15,2780,2,PDS/Ration,8,1,6,1,0,0,1,0,0,100
V_005,Dantewada,HH_V_005_033,SRV_006,2025-01-15,5918,2,PDS/Ration,6,1,4,1,0,3,1,1,10,89
V_005,Dantewada,HH_V_005_034,SRV_006,2025-01-15,5978,2,PDS/Ration,6,1,4,1,0,0,0,1,20,79
V_005,Dantewada,HH_V_005_035,SRV_006,2025-01-15,2949,2,PDS/Ration,8,1,4,1,0,1,1,0,0,100
V_005,Dantewada,HH_V_005_036,SRV_009,2025-01-15,2486,2,Self-grown,8,1,5,0,0,2,1,0,0,100
V_005,Dantewada,HH_V_005_037,SRV_002,2025-01-15,2537,1,PDS/Ration,6,1,6,0,0,1,1,0,0,100
V_005,Dantewada,HH_V_005_038,SRV_009,2025-01-15,500,1,Self-grown,6,1,5,1,0,1,1,0,0,100
V_005,Dantewada,HH_V_005_039,SRV_005,2025-01-15,14498,2,PDS/Ration,4,1,4,1,1,3,0,1,39,60
V_005,Dantewada,HH_V_005_040,SRV_004,2025-01-15,2463,2,PDS/Ration,7,1,7,0,0,2,1,0,0,100
V_005,Dantewada,HH_V_005_041,SRV_006,2025-01-15,10116,2,Self-grown,6,1,5,1,0,2,0,1,26,73
V_005,Dantewada,HH_V_005_042,SRV_001,2025-01-15,4423,2,Self-grown,5,1,6,1,0,1,1,0,8,91
V_005,Dantewada,HH_V_005_043,SRV_003,2025-01-15,12066,2,Self-grown,3,1,6,0,1,1,0,1,33,66
V_005,Dantewada,HH_V_005_044,SRV_008,2025-01-15,1528,1,PDS/Ration,6,1,6,1,0,0,1,0,0,100
V_005,Dantewada,HH_V_005_045,SRV_001,2025-01-15,1991,1,Self-grown,8,1,5,0,0,0,1,0,0,100
