village_id,village_name,household_id,surveyor_id,survey_date,school_age_children_count,enrolled_children_count,dropout_children_count,distance_to_school_km,illiterate_adults_count,total_adults_count,literate_females_count,total_females_count,highest_education_level_encoded,highest_education_level,midday_meal_access_yn,internet_access_yn,teachers_in_school,primary_school_nearby_yn,vulnerability_label
V_003,Kheda,HH_V_003_019,SRV_003,2025-01-15,0,0,0,2,0,4,1,2,3,Higher Secondary,0,1,10,1,8
V_003,Kheda,HH_V_003_020,SRV_006,2025-01-15,3,2,1,2,0,4,1,2,3,Higher Secondary,1,1,9,1,10
V_003,Kheda,HH_V_003_021,SRV_002,2025-01-15,0,0,0,8,1,4,1,2,2,Secondary,0,0,6,1,48
V_003,Kheda,HH_V_003_022,SRV_002,2025-01-15,3,2,1,1,0,4,1,2,3,Higher Secondary,1,1,10,1,5
V_003,Kheda,HH_V_003_023,SRV_008,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,0,7,1,32
V_003,Kheda,HH_V_003_024,SRV_008,2025-01-15,2,1,1,1,0,4,1,2,3,Higher Secondary,1,1,10,1,4
V_003,Kheda,HH_V_003_025,SRV_003,2025-01-15,1,0,1,2,0,4,1,2,3,Higher Secondary,0,1,10,1,8
V_003,Kheda,HH_V_003_026,SRV_001,2025-01-15,1,0,1,2,0,4,1,2,3,Higher Secondary,0,1,9,1,11
V_003,Kheda,HH_V_003_027,SRV_005,2025-01-15,2,1,1,3,0,4,1,2,3,Higher Secondary,1,1,9,1,15
V_003,Kheda,HH_V_003_028,SRV_009,2025-01-15,3,2,1,2,0,4,1,2,3,Higher Secondary,1,1,9,1,13
V_003,Kheda,HH_V_003_029,SRV_002,2025-01-15,0,0,0,4,0,4,1,2,3,Higher Secondary,0,1,8,1,21
V_003,Kheda,HH_V_003_030,SRV_006,2025-01-15,4,3,1,1,0,4,1,2,3,Higher Secondary,1,1,10,1,5
V_003,Kheda,HH_V_003_031,SRV_005,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,27
V_003,Kheda,HH_V_003_032,SRV_008,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,34
V_003,Kheda,HH_V_003_033,SRV_007,2025-01-15,1,1,0,1,0,4,2,2,4,Graduate,1,1,11,1,0
V_003,Kheda,HH_V_003_034,SRV_006,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,29
V_003,Kheda,HH_V_003_035,SRV_009,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,36
V_003,Kheda,HH_V_003_036,SRV_005,2025-01-15,1,0,1,10,2,4,0,2,1,Primary,0,0,4,1,62
V_003,Kheda,HH_V_003_037,SRV_007,2025-01-15,4,2,2,7,1,4,1,2,2,Secondary,1,0,6,1,46
V_003,Kheda,HH_V_003_038,SRV_004,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,38
V_003,Kheda,HH_V_003_039,SRV_003,2025-01-15,4,2,2,8,1,4,1,2,2,Secondary,1,0,6,1,47
V_003,Kheda,HH_V_003_040,SRV_002,2025-01-15,4,3,1,6,1,4,1,2,2,Secondary,1,0,7,1,34
V_003,Kheda,HH_V_003_041,SRV_003,2025-01-15,4,2,2,6,1,4,1,2,2,Secondary,1,0,7,1,39
V_003,Kheda,HH_V_003_042,SRV_008,2025-01-15,3,2,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,23
V_003,Kheda,HH_V_003_043,SRV_008,2025-01-15,4,2,2,9,2,4,0,2,1,Primary,1,0,5,1,55
V_003,Kheda,HH_V_003_044,SRV_008,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,0,7,1,32
V_003,Kheda,HH_V_003_045,SRV_004,2025-01-15,1,0,1,5,1,4,1,2,2,Secondary,0,1,8,1,29
V_003,Kheda,HH_V_003_046,SRV_008,2025-01-15,1,0,1,4,0,4,1,2,3,Higher Secondary,0,1,8,1,20
V_003,Kheda,HH_V_003_047,SRV_004,2025-01-15,1,0,1,4,1,4,1,2,2,Secondary,0,1,8,1,26
V_003,Kheda,HH_V_003_048,SRV_003,2025-01-15,4,3,1,6,1,4,1,2,2,Secondary,1,0,7,1,39
V_003,Kheda,HH_V_003_049,SRV_009,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,29
V_003,Kheda,HH_V_003_050,SRV_008,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,35
V_003,Kheda,HH_V_003_051,SRV_004,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,39
V_003,Kheda,HH_V_003_052,SRV_003,2025-01-15,0,0,0,9,2,4,0,2,1,Primary,0,0,5,1,57
V_003,Kheda,HH_V_003_053,SRV_004,2025-01-15,2,1,1,1,0,4,1,2,3,Higher Secondary,1,1,10,1,4
V_003,Kheda,HH_V_003_054,SRV_004,2025-01-15,1,0,1,4,1,4,1,2,2,Secondary,0,1,8,1,26
V_003,Kheda,HH_V_003_055,SRV_005,2025-01-15,2,1,1,2,0,4,1,2,3,Higher Secondary,1,1,9,1,10
V_003,Kheda,HH_V_003_056,SRV_004,2025-01-15,0,0,0,3,0,4,1,2,3,Higher Secondary,0,1,9,1,18
V_003,Kheda,HH_V_003_057,SRV_004,2025-01-15,0,0,0,3,0,4,1,2,3,Higher Secondary,0,1,9,1,13
V_003,Kheda,HH_V_003_058,SRV_008,2025-01-15,4,3,1,2,0,4,1,2,3,Higher Secondary,1,1,10,1,9
V_003,Kheda,HH_V_003_059,SRV_002,2025-01-15,2,1,1,7,1,4,1,2,2,Secondary,1,0,6,1,46
V_003,Kheda,HH_V_003_060,SRV_009,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,0,7,1,30
V_003,Kheda,HH_V_003_061,SRV_004,2025-01-15,3,2,1,9,2,4,0,2,1,Primary,1,0,5,1,56
V_003,Kheda,HH_V_003_062,SRV_009,2025-01-15,2,1,1,5,1,4,1,2,2,Secondary,1,0,7,1,30
V_003,Kheda,HH_V_003_063,SRV_006,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,1,8,1,26
V_003,Kheda,HH_V_003_064,SRV_003,2025-01-15,2,1,1,6,1,4,1,2,2,Secondary,1,0,7,1,39
V_003,Kheda,HH_V_003_065,SRV_001,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,35
V_003,Kheda,HH_V_003_066,SRV_003,2025-01-15,3,2,1,7,1,4,1,2,2,Secondary,1,0,6,1,41
V_003,Kheda,HH_V_003_067,SRV_005,2025-01-15,4,3,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,22
V_003,Kheda,HH_V_003_068,SRV_009,2025-01-15,2,1,1,2,0,4,1,2,3,Higher Secondary,1,1,9,1,11
V_003,Kheda,HH_V_003_069,SRV_002,2025-01-15,4,3,1,8,1,4,1,2,2,Secondary,1,0,6,1,49
V_003,Kheda,HH_V_003_070,SRV_007,2025-01-15,4,3,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,23
V_003,Kheda,HH_V_003_071,SRV_008,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,1,8,1,26
V_003,Kheda,HH_V_003_072,SRV_003,2025-01-15,4,3,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,20
V_003,Kheda,HH_V_003_073,SRV_006,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,39
V_003,Kheda,HH_V_003_074,SRV_005,2025-01-15,4,3,1,1,0,4,1,2,3,Higher Secondary,1,1,10,1,5
V_003,Kheda,HH_V_003_075,SRV_003,2025-01-15,4,3,1,2,0,4,1,2,3,Higher Secondary,1,1,10,1,8
V_003,Kheda,HH_V_003_076,SRV_006,2025-01-15,0,0,0,2,0,4,1,2,3,Higher Secondary,0,1,9,1,11
V_003,Kheda,HH_V_003_077,SRV_007,2025-01-15,4,3,1,6,1,4,1,2,2,Secondary,1,0,7,1,39
V_003,Kheda,HH_V_003_078,SRV_006,2025-01-15,2,1,1,6,1,4,1,2,2,Secondary,1,0,7,1,36
V_003,Kheda,HH_V_003_079,SRV_001,2025-01-15,1,0,1,5,1,4,1,2,2,Secondary,0,1,8,1,27
V_003,Kheda,HH_V_003_080,SRV_003,2025-01-15,1,0,1,7,1,4,1,2,2,Secondary,0,0,6,1,41
V_003,Kheda,HH_V_003_081,SRV_002,2025-01-15,0,0,0,10,2,4,0,2,1,Primary,0,0,4,1,62
V_003,Kheda,HH_V_003_082,SRV_008,2025-01-15,1,0,1,7,1,4,1,2,2,Secondary,0,0,6,1,41
V_003,Kheda,HH_V_003_083,SRV_008,2025-01-15,3,2,1,2,0,4,1,2,3,Higher Secondary,1,1,9,1,10
V_003,Kheda,HH_V_003_084,SRV_009,2025-01-15,1,0,1,9,2,4,0,2,1,Primary,0,0,5,1,56
V_003,Kheda,HH_V_003_085,SRV_003,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,1,8,1,27
V_003,Kheda,HH_V_003_086,SRV_003,2025-01-15,4,3,1,3,0,4,1,2,3,Higher Secondary,1,1,9,1,18
V_003,Kheda,HH_V_003_087,SRV_005,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,20
V_003,Kheda,HH_V_003_088,SRV_005,2025-01-15,3,2,1,8,1,4,1,2,2,Secondary,1,0,6,1,49
V_003,Kheda,HH_V_003_089,SRV_005,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,39
V_003,Kheda,HH_V_003_090,SRV_008,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,24
V_003,Kheda,HH_V_003_091,SRV_008,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,39
V_003,Kheda,HH_V_003_092,SRV_004,2025-01-15,2,1,1,6,1,4,1,2,2,Secondary,1,0,7,1,35
V_003,Kheda,HH_V_003_093,SRV_003,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,1,8,1,28
V_003,Kheda,HH_V_003_094,SRV_009,2025-01-15,2,1,1,8,1,4,1,2,2,Secondary,1,0,6,1,46
V_003,Kheda,HH_V_003_095,SRV_005,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,36
V_003,Kheda,HH_V_003_096,SRV_008,2025-01-15,0,0,0,3,0,4,1,2,3,Higher Secondary,0,1,9,1,14
V_003,Kheda,HH_V_003_097,SRV_001,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,21
V_003,Kheda,HH_V_003_098,SRV_006,2025-01-15,4,2,2,7,1,4,1,2,2,Secondary,1,0,6,1,42
V_003,Kheda,HH_V_003_099,SRV_009,2025-01-15,1,0,1,8,2,4,0,2,1,Primary,0,0,5,1,52
V_004,Nandur,HH_V_004_000,SRV_009,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,36
V_004,Nandur,HH_V_004_001,SRV_006,2025-01-15,3,2,1,5,1,4,1,2,2,Secondary,1,0,7,1,30
V_004,Nandur,HH_V_004_002,SRV_004,2025-01-15,2,1,1,10,2,4,0,2,1,Primary,1,0,4,1,62
V_004,Nandur,HH_V_004_003,SRV_007,2025-01-15,2,1,1,4,1,4,1,2,2,Secondary,1,1,8,1,25
V_004,Nandur,HH_V_004_004,SRV_002,2025-01-15,1,0,1,12,2,4,0,2,1,Primary,0,0,3,0,74
V_004,Nandur,HH_V_004_005,SRV_008,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,37
V_004,Nandur,HH_V_004_006,SRV_009,2025-01-15,2,0,2,9,2,4,0,2,1,Primary,0,0,5,1,54
V_004,Nandur,HH_V_004_007,SRV_003,2025-01-15,4,4,0,1,0,4,2,2,4,Graduate,1,1,11,1,0
V_004,Nandur,HH_V_004_008,SRV_002,2025-01-15,3,2,1,7,1,4,1,2,2,Secondary,1,0,6,1,41
V_004,Nandur,HH_V_004_009,SRV_008,2025-01-15,0,0,0,7,1,4,1,2,2,Secondary,0,0,6,1,43
V_004,Nandur,HH_V_004_010,SRV_006,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,39
V_004,Nandur,HH_V_004_011,SRV_009,2025-01-15,2,0,2,11,2,4,0,2,1,Primary,0,0,4,1,68
V_004,Nandur,HH_V_004_012,SRV_002,2025-01-15,3,2,1,7,1,4,1,2,2,Secondary,1,0,6,1,40
V_004,Nandur,HH_V_004_013,SRV_006,2025-01-15,1,0,1,5,1,4,1,2,2,Secondary,0,1,8,1,29
V_004,Nandur,HH_V_004_014,SRV_001,2025-01-15,2,1,1,6,1,4,1,2,2,Secondary,1,0,7,1,39
V_004,Nandur,HH_V_004_015,SRV_003,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,0,7,1,32
V_004,Nandur,HH_V_004_016,SRV_009,2025-01-15,2,1,1,3,0,4,1,2,3,Higher Secondary,1,1,9,1,18
V_004,Nandur,HH_V_004_017,SRV_009,2025-01-15,2,1,1,6,1,4,1,2,2,Secondary,1,0,7,1,36
V_004,Nandur,HH_V_004_018,SRV_004,2025-01-15,4,2,2,6,1,4,1,2,2,Secondary,1,0,7,1,38
V_004,Nandur,HH_V_004_019,SRV_008,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,23
V_004,Nandur,HH_V_004_020,SRV_003,2025-01-15,1,0,1,1,0,4,1,2,3,Higher Secondary,0,1,10,1,6
V_004,Nandur,HH_V_004_021,SRV_006,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,34
V_004,Nandur,HH_V_004_022,SRV_005,2025-01-15,2,1,1,9,2,4,0,2,1,Primary,1,0,5,1,57
V_004,Nandur,HH_V_004_023,SRV_007,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,28
V_004,Nandur,HH_V_004_024,SRV_009,2025-01-15,0,0,0,7,1,4,1,2,2,Secondary,0,0,6,1,42
V_004,Nandur,HH_V_004_025,SRV_008,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,0,7,1,32
V_004,Nandur,HH_V_004_026,SRV_003,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,38
V_004,Nandur,HH_V_004_027,SRV_007,2025-01-15,2,1,1,3,0,4,1,2,3,Higher Secondary,1,1,9,1,19
V_004,Nandur,HH_V_004_028,SRV_003,2025-01-15,0,0,0,7,1,4,1,2,2,Secondary,0,0,6,1,46
V_004,Nandur,HH_V_004_029,SRV_001,2025-01-15,4,2,2,5,1,4,1,2,2,Secondary,1,0,7,1,33
V_004,Nandur,HH_V_004_030,SRV_003,2025-01-15,3,2,1,12,2,4,0,2,1,Primary,1,0,3,0,73
V_004,Nandur,HH_V_004_031,SRV_003,2025-01-15,2,1,1,7,1,4,1,2,2,Secondary,1,0,6,1,40
V_004,Nandur,HH_V_004_032,SRV_005,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,29
V_004,Nandur,HH_V_004_033,SRV_005,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,1,8,1,26
V_004,Nandur,HH_V_004_034,SRV_007,2025-01-15,4,3,1,1,0,4,1,2,3,Higher Secondary,1,1,10,1,6
V_004,Nandur,HH_V_004_035,SRV_009,2025-01-15,2,1,1,8,1,4,1,2,2,Secondary,1,0,6,1,48
V_004,Nandur,HH_V_004_036,SRV_004,2025-01-15,2,1,1,6,1,4,1,2,2,Secondary,1,0,7,1,37
V_004,Nandur,HH_V_004_037,SRV_001,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,39
V_004,Nandur,HH_V_004_038,SRV_008,2025-01-15,2,1,1,11,2,4,0,2,1,Primary,1,0,4,1,69
V_004,Nandur,HH_V_004_039,SRV_007,2025-01-15,2,1,1,4,1,4,1,2,2,Secondary,1,1,8,1,26
V_004,Nandur,HH_V_004_040,SRV_006,2025-01-15,1,0,1,7,1,4,1,2,2,Secondary,0,0,6,1,44
V_004,Nandur,HH_V_004_041,SRV_006,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,27
V_004,Nandur,HH_V_004_042,SRV_008,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,39
V_004,Nandur,HH_V_004_043,SRV_008,2025-01-15,3,2,1,7,1,4,1,2,2,Secondary,1,0,6,1,40
V_004,Nandur,HH_V_004_044,SRV_004,2025-01-15,1,0,1,12,3,4,0,2,0,None,0,0,3,0,79
V_004,Nandur,HH_V_004_045,SRV_005,2025-01-15,1,0,1,8,1,4,1,2,2,Secondary,0,0,6,1,49
V_004,Nandur,HH_V_004_046,SRV_001,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,24
V_004,Nandur,HH_V_004_047,SRV_002,2025-01-15,0,0,0,4,1,4,1,2,2,Secondary,0,1,8,1,26
V_004,Nandur,HH_V_004_048,SRV_004,2025-01-15,4,3,1,5,1,4,1,2,2,Secondary,1,0,7,1,30
V_004,Nandur,HH_V_004_049,SRV_007,2025-01-15,1,0,1,6,1,4,1,2,2,Secondary,0,0,7,1,37
V_004,Nandur,HH_V_004_050,SRV_009,2025-01-15,1,0,1,5,1,4,1,2,2,Secondary,0,0,7,1,32
V_004,Nandur,HH_V_004_051,SRV_002,2025-01-15,4,3,1,9,2,4,0,2,1,Primary,1,0,5,1,57
V_004,Nandur,HH_V_004_052,SRV_006,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,26
V_004,Nandur,HH_V_004_053,SRV_004,2025-01-15,4,3,1,7,1,4,1,2,2,Secondary,1,0,6,1,42
V_004,Nandur,HH_V_004_054,SRV_007,2025-01-15,2,1,1,7,1,4,1,2,2,Secondary,1,0,6,1,40
V_004,Nandur,HH_V_004_055,SRV_005,2025-01-15,3,2,1,9,2,4,0,2,1,Primary,1,0,5,1,55
V_004,Nandur,HH_V_004_056,SRV_005,2025-01-15,1,0,1,7,1,4,1,2,2,Secondary,0,0,6,1,43
V_004,Nandur,HH_V_004_057,SRV_008,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,21
V_004,Nandur,HH_V_004_058,SRV_001,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,38
V_004,Nandur,HH_V_004_059,SRV_007,2025-01-15,0,0,0,8,2,4,0,2,1,Primary,0,0,5,1,50
V_004,Nandur,HH_V_004_060,SRV_001,2025-01-15,4,3,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,22
V_004,Nandur,HH_V_004_061,SRV_008,2025-01-15,4,2,2,11,2,4,0,2,1,Primary,1,0,3,0,71
V_004,Nandur,HH_V_004_062,SRV_008,2025-01-15,1,0,1,2,0,4,1,2,3,Higher Secondary,0,1,9,1,12
V_004,Nandur,HH_V_004_063,SRV_002,2025-01-15,3,2,1,8,2,4,0,2,1,Primary,1,0,5,1,51
V_004,Nandur,HH_V_004_064,SRV_002,2025-01-15,3,2,1,6,1,4,1,2,2,Secondary,1,0,7,1,39
V_004,Nandur,HH_V_004_065,SRV_002,2025-01-15,3,2,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,23
V_004,Nandur,HH_V_004_066,SRV_007,2025-01-15,1,0,1,8,2,4,0,2,1,Primary,0,0,5,1,51
V_004,Nandur,HH_V_004_067,SRV_008,2025-01-15,3,2,1,8,1,4,1,2,2,Secondary,1,0,6,1,48
V_004,Nandur,HH_V_004_068,SRV_003,2025-01-15,4,3,1,6,1,4,1,2,2,Secondary,1,0,7,1,36
V_004,Nandur,HH_V_004_069,SRV_008,2025-01-15,3,2,1,11,2,4,0,2,1,Primary,1,0,4,1,67
V_004,Nandur,HH_V_004_070,SRV_003,2025-01-15,1,0,1,4,1,4,1,2,2,Secondary,0,1,8,1,25
V_004,Nandur,HH_V_004_071,SRV_009,2025-01-15,0,0,0,4,0,4,1,2,3,Higher Secondary,0,1,8,1,23
V_004,Nandur,HH_V_004_072,SRV_002,2025-01-15,4,3,1,8,1,4,1,2,2,Secondary,1,0,6,1,48
V_004,Nandur,HH_V_004_073,SRV_009,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,39
V_004,Nandur,HH_V_004_074,SRV_009,2025-01-15,1,0,1,7,1,4,1,2,2,Secondary,0,0,6,1,42
V_004,Nandur,HH_V_004_075,SRV_009,2025-01-15,0,0,0,6,1,4,1,2,2,Secondary,0,0,7,1,36
V_004,Nandur,HH_V_004_076,SRV_002,2025-01-15,2,1,1,5,1,4,1,2,2,Secondary,1,1,8,1,28
V_004,Nandur,HH_V_004_077,SRV_007,2025-01-15,2,1,1,8,2,4,0,2,1,Primary,1,0,5,1,52
V_004,Nandur,HH_V_004_078,SRV_006,2025-01-15,3,2,1,3,0,4,1,2,3,Higher Secondary,1,1,9,1,18
V_004,Nandur,HH_V_004_079,SRV_001,2025-01-15,2,1,1,9,2,4,0,2,1,Primary,1,0,5,1,59
V_004,Nandur,HH_V_004_080,SRV_001,2025-01-15,1,0,1,4,0,4,1,2,3,Higher Secondary,0,1,8,1,24
V_004,Nandur,HH_V_004_081,SRV_001,2025-01-15,4,2,2,8,2,4,0,2,1,Primary,1,0,5,1,50
V_004,Nandur,HH_V_004_082,SRV_009,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,22
V_004,Nandur,HH_V_004_083,SRV_004,2025-01-15,1,0,1,4,1,4,1,2,2,Secondary,0,1,8,1,26
V_004,Nandur,HH_V_004_084,SRV_009,2025-01-15,2,1,1,11,2,4,0,2,1,Primary,1,0,3,0,70
V_004,Nandur,HH_V_004_085,SRV_006,2025-01-15,0,0,0,8,1,4,1,2,2,Secondary,0,0,6,1,47
V_004,Nandur,HH_V_004_086,SRV_009,2025-01-15,3,1,2,8,1,4,1,2,2,Secondary,1,0,6,1,48
V_004,Nandur,HH_V_004_087,SRV_003,2025-01-15,3,2,1,5,1,4,1,2,2,Secondary,1,1,8,1,26
V_004,Nandur,HH_V_004_088,SRV_008,2025-01-15,2,1,1,8,1,4,1,2,2,Secondary,1,0,6,1,48
V_004,Nandur,HH_V_004_089,SRV_001,2025-01-15,0,0,0,4,0,4,1,2,3,Higher Secondary,0,1,8,1,20
V_004,Nandur,HH_V_004_090,SRV_006,2025-01-15,4,2,2,6,1,4,1,2,2,Secondary,1,0,7,1,34
V_004,Nandur,HH_V_004_091,SRV_008,2025-01-15,1,0,1,7,1,4,1,2,2,Secondary,0,0,6,1,46
V_004,Nandur,HH_V_004_092,SRV_008,2025-01-15,2,0,2,12,3,4,0,2,0,None,0,0,3,0,79
V_004,Nandur,HH_V_004_093,SRV_002,2025-01-15,2,1,1,4,0,4,1,2,3,Higher Secondary,1,1,8,1,23
V_004,Nandur,HH_V_004_094,SRV_004,2025-01-15,1,0,1,5,1,4,1,2,2,Secondary,0,1,8,1,28
V_004,Nandur,HH_V_004_095,SRV_008,2025-01-15,2,1,1,5,1,4,1,2,2,Secondary,1,1,8,1,29
V_004,Nandur,HH_V_004_096,SRV_006,2025-01-15,1,0,1,3,0,4,1,2,3,Higher Secondary,0,1,9,1,13
V_004,Nandur,HH_V_004_097,SRV_003,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,0,7,1,32
V_004,Nandur,HH_V_004_098,SRV_002,2025-01-15,1,0,1,7,1,4,1,2,2,Secondary,0,0,6,1,45
V_004,Nandur,HH_V_004_099,SRV_009,2025-01-15,0,0,0,5,1,4,1,2,2,Secondary,0,1,8,1,28
V_005,Dantewada,HH_V_005_000,SRV_004,2025-01-15,3,0,3,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_001,SRV_006,2025-01-15,3,1,2,14,3,4,0,2,0,None,1,0,2,0,87
V_005,Dantewada,HH_V_005_002,SRV_002,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_003,SRV_004,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,92
V_005,Dantewada,HH_V_005_004,SRV_001,2025-01-15,2,0,2,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_005,SRV_003,2025-01-15,0,0,0,14,3,4,0,2,0,None,0,0,1,0,91
V_005,Dantewada,HH_V_005_006,SRV_008,2025-01-15,1,0,1,15,3,4,0,2,0,None,0,0,1,0,94
V_005,Dantewada,HH_V_005_007,SRV_008,2025-01-15,1,0,1,12,2,4,0,2,1,Primary,0,0,3,0,73
V_005,Dantewada,HH_V_005_008,SRV_004,2025-01-15,3,2,1,13,3,4,0,2,0,None,1,0,2,0,82
V_005,Dantewada,HH_V_005_009,SRV_007,2025-01-15,1,0,1,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_010,SRV_008,2025-01-15,4,1,3,16,4,4,0,2,0,None,1,0,1,0,100
V_005,Dantewada,HH_V_005_011,SRV_005,2025-01-15,1,0,1,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_012,SRV_005,2025-01-15,4,3,1,16,4,4,0,2,0,None,1,0,1,0,100
V_005,Dantewada,HH_V_005_013,SRV_005,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,83
V_005,Dantewada,HH_V_005_014,SRV_001,2025-01-15,1,0,1,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_015,SRV_001,2025-01-15,2,0,2,14,3,4,0,2,0,None,0,0,1,0,90
V_005,Dantewada,HH_V_005_016,SRV_003,2025-01-15,2,0,2,14,3,4,0,2,0,None,0,0,2,0,89
V_005,Dantewada,HH_V_005_017,SRV_009,2025-01-15,1,0,1,14,3,4,0,2,0,None,0,0,1,0,92
V_005,Dantewada,HH_V_005_018,SRV_006,2025-01-15,3,2,1,14,3,4,0,2,0,None,1,0,2,0,88
V_005,Dantewada,HH_V_005_019,SRV_002,2025-01-15,2,0,2,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_020,SRV_006,2025-01-15,1,0,1,12,3,4,0,2,0,None,0,0,3,0,78
V_005,Dantewada,HH_V_005_021,SRV_008,2025-01-15,4,3,1,12,3,4,0,2,0,None,1,0,3,0,77
V_005,Dantewada,HH_V_005_022,SRV_007,2025-01-15,2,1,1,13,3,4,0,2,0,None,1,0,2,0,84
V_005,Dantewada,HH_V_005_023,SRV_008,2025-01-15,4,1,3,11,2,4,0,2,1,Primary,1,0,3,0,72
V_005,Dantewada,HH_V_005_024,SRV_008,2025-01-15,4,2,2,12,3,4,0,2,0,None,1,0,3,0,79
V_005,Dantewada,HH_V_005_025,SRV_008,2025-01-15,0,0,0,14,3,4,0,2,0,None,0,0,1,0,91
V_005,Dantewada,HH_V_005_026,SRV_004,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_027,SRV_007,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,99
V_005,Dantewada,HH_V_005_028,SRV_005,2025-01-15,0,0,0,15,3,4,0,2,0,None,0,0,1,0,97
V_005,Dantewada,HH_V_005_029,SRV_008,2025-01-15,3,2,1,16,4,4,0,2,0,None,1,0,1,0,100
V_005,Dantewada,HH_V_005_030,SRV_004,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_031,SRV_009,2025-01-15,1,0,1,13,3,4,0,2,0,None,0,0,2,0,82
V_005,Dantewada,HH_V_005_032,SRV_006,2025-01-15,0,0,0,16,4,4,0,2,0,None,0,0,1,0,100
V_005,Dantewada,HH_V_005_033,SRV_006,2025-01-15,2,0,2,14,3,4,0,2,0,None,0,0,2,0,89
